row,original,textfooler_perturbed,llama_rewrite,orig_pred,rewrite_pred,flip_rate,similarity,perplexity
0,Fears for T N pension after talks Unions representing workers at Turner Newall say they are 'disappointed' after talks with stricken parent firm Federal Mogul.,Fears for T percent pension after debate Syndicates portrayal worker at Turner Newall say they are 'disappointed' after chatter with bereaved parenting corporations Canada Mogul.,"here is the rewritten perturbed text that meets the target label of 2.0:

Fears for T N percent pension after debates Syndicates portrayal workers at Turner Newall say they are 'disappointed' after chatter with bereaved parenting corporations Canada Mogul.",2,2,0.3333333333333333,0.6606448292732239,701.4895629882812
0,Fears for T N pension after talks Unions representing workers at Turner Newall say they are 'disappointed' after talks with stricken parent firm Federal Mogul.,Fears for T percent pension after debate Syndicates portrayal worker at Turner Newall say they are 'disappointed' after chatter with bereaved parenting corporations Canada Mogul.,Fears for T percent pension after debate Syndicates portrayal worker at Turner Newall say they are 'disappointed' after chatter with bereaved parenting corporations Canada Mogul.,2,0,0.3333333333333333,0.8315125107765198,1450.2862548828125
0,Fears for T N pension after talks Unions representing workers at Turner Newall say they are 'disappointed' after talks with stricken parent firm Federal Mogul.,Fears for T percent pension after debate Syndicates portrayal worker at Turner Newall say they are 'disappointed' after chatter with bereaved parenting corporations Canada Mogul.,Fears for T N pension after debate Syndicates portrayal workers at Turner Newall say they are 'disappointed' after chat with bereaved parenting corporations Canada Mogul.,2,2,0.3333333333333333,0.9117940664291382,1359.97021484375
1,"The Race is On: Second Private Team Sets Launch Date for Human Spaceflight (SPACE.com) SPACE.com - TORONTO, Canada -- A second\team of rocketeers competing for the #36;10 million Ansari X Prize, a contest for\privately funded suborbital space flight, has officially announced the first\launch date for its manned rocket.","The Race is Around: Second Privy Remit Set Lanza Timeline for Humanitarian Spaceflight (SEPARATION.com) SEPARATION.com - CANADIENS, Countries -- para second\squad of rocketeers suitors for the #36;10 billion Ansari X Nobel, a contestant for\covertly championed suborbital spaceship plane, had solemnly proclaim the first\began timeline for its desolate bomb.","The Race is Around: Second Privy Remit Set Lanza Timeline for Humanitarian Spaceflight (SEPARATION.com)

SEPARATION.com - CANADIENS, Countries -- para second\squad of rocketeers suitors for the #36;10 billion Ansari X Nobel, a contestant for\covertly championed suborbital spaceship plane, had solemnly proclaim the first\began timeline for its desolate bomb.",3,0,0.6666666666666666,0.6874160170555115,367.0142822265625
1,"The Race is On: Second Private Team Sets Launch Date for Human Spaceflight (SPACE.com) SPACE.com - TORONTO, Canada -- A second\team of rocketeers competing for the #36;10 million Ansari X Prize, a contest for\privately funded suborbital space flight, has officially announced the first\launch date for its manned rocket.","The Race is Around: Second Privy Remit Set Lanza Timeline for Humanitarian Spaceflight (SEPARATION.com) SEPARATION.com - CANADIENS, Countries -- para second\squad of rocketeers suitors for the #36;10 billion Ansari X Nobel, a contestant for\covertly championed suborbital spaceship plane, had solemnly proclaim the first\began timeline for its desolate bomb.","The Race is Around: Second Privy Remit Set Lanza Timeline for Humanitarian Spaceflight (SEPARATION.com)

SEPARATION.com - CANADIENS, Countries -- For a second time, a team of rocketeers vying for the #36;10 billion Ansari X Nobel, a contest for covertly championed suborbital spaceship plane, has officially announced the first begun timeline for its desolate bomb.",3,0,0.6666666666666666,0.6712768077850342,206.40469360351562
1,"The Race is On: Second Private Team Sets Launch Date for Human Spaceflight (SPACE.com) SPACE.com - TORONTO, Canada -- A second\team of rocketeers competing for the #36;10 million Ansari X Prize, a contest for\privately funded suborbital space flight, has officially announced the first\launch date for its manned rocket.","The Race is Around: Second Privy Remit Set Lanza Timeline for Humanitarian Spaceflight (SEPARATION.com) SEPARATION.com - CANADIENS, Countries -- para second\squad of rocketeers suitors for the #36;10 billion Ansari X Nobel, a contestant for\covertly championed suborbital spaceship plane, had solemnly proclaim the first\began timeline for its desolate bomb.","The Race is Around: Second Privy Remit Set Launch Timeline for Humanitarian Spaceflight (SPACE.com)

SPACE.com - TORONTO, Canada -- A second team of rocketeers competing for the #36;10 billion Ansari X Prize, a contest for privately funded suborbital space flight, has officially announced the first launch date for its manned rocket.",3,3,0.6666666666666666,0.917309045791626,45.40819549560547
2,"Ky. Company Wins Grant to Study Peptides (AP) AP - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.","Ky. Businesses Wins Grant to Study Peptides (HAS) HAS - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.","Ky. Businesses Wins Grant to Study Peptides (HAS) HAS - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.",3,2,1.0,0.7723829746246338,21.954524993896484
2,"Ky. Company Wins Grant to Study Peptides (AP) AP - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.","Ky. Businesses Wins Grant to Study Peptides (HAS) HAS - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.","Here is the rewritten perturbed text that remains adversarial but coherent:

Ky. Businesses Wins Grant to Study Peptides (HAS) HAS - A company co-founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.",3,2,1.0,0.7250269651412964,39.76167297363281
2,"Ky. Company Wins Grant to Study Peptides (AP) AP - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.","Ky. Businesses Wins Grant to Study Peptides (HAS) HAS - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.","Ky. Businesses Wins Grant to Study Peptides (HAS) HAS - A company co-founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.",3,2,1.0,0.761719822883606,21.626792907714844
3,"Prediction Unit Helps Forecast Wildfires (AP) AP - It's barely dawn when Mike Fitzpatrick starts his shift with a blur of colorful maps, figures and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.","Outlook Unit Helps Forecast Wildfires (AP) HAS - It's barely dawn when Michael Fitzpatrick starts his shift with a blur of colorful maps, figures and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.","Here is the rewritten perturbed text that remains adversarial but stays coherent:

Outlook Unit Helps Forecast Wildfires (AP)

It's barely dawn when Michael Fitzpatrick starts his shift with a blur of colorful maps, figures, and endless charts, but already he knows what the day will bring. Lightning will strike in places he anticipates. Winds will pick up, moist places will dry, and flames will roar with an intensity he cannot quite explain.",3,3,0.0,0.7458429336547852,51.94760513305664
3,"Prediction Unit Helps Forecast Wildfires (AP) AP - It's barely dawn when Mike Fitzpatrick starts his shift with a blur of colorful maps, figures and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.","Outlook Unit Helps Forecast Wildfires (AP) HAS - It's barely dawn when Michael Fitzpatrick starts his shift with a blur of colorful maps, figures and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.","Outlook Unit Helps Forecast Wildfires (AP)

It's barely dawn when Michael Fitzpatrick starts his shift with a blur of colorful maps, figures and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.",3,3,0.0,0.8496429920196533,44.028533935546875
3,"Prediction Unit Helps Forecast Wildfires (AP) AP - It's barely dawn when Mike Fitzpatrick starts his shift with a blur of colorful maps, figures and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.","Outlook Unit Helps Forecast Wildfires (AP) HAS - It's barely dawn when Michael Fitzpatrick starts his shift with a blur of colorful maps, figures and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.","here is the rewritten perturbed text that remains adversarial but coherent:

Outlook Unit Helps Forecast Wildfires (AP) HAS

It's barely dawn when Michael Fitzpatrick starts his shift with a blur of colorful maps, figures, and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry, and flames will roar.",3,3,0.0,0.7859114408493042,71.43431091308594
4,"Calif. Aims to Limit Farm-Related Smog (AP) AP - Southern California's smog-fighting agency went after emissions of the bovine variety Friday, adopting the nation's first rules to reduce air pollution from dairy cow manure.","Calif. Aims to Limit Farm-Related Cigarettes (AP) AP - Southern California's smog-fighting agency went after emissions of the niu variety Friday, adopting the nation's first rules to reduce air pollution from dairy cow manure.","Calif. Aims to Limit Farm-Related Cigarettes (AP) AP - Southern California's smog-fighting agency went after emissions of the niu variety Friday, adopting the nation's first rules to reduce air pollution from dairy cow manure.",3,0,0.3333333333333333,0.8217905759811401,58.30293273925781
